cliente_id,recency,frequency,monetary,tiempo_cliente,productos_diferentes,canal_preferido,categoria_favorita,segmento,meses_cliente,satisfaccion,tickets_soporte,gasto_ultimo_mes,dias_ultima_compra,churn,clv_estimado,beneficio_bruto,margen_real_pct,dias_ultima_compra_calc,num_transacciones_real,probabilidad_fuga,prediccion_fuga,nivel_riesgo,valor_salvable
PREM_0018,18.71322203929158,5.2510622502809765,3766.492185635501,32.22368341621179,8,Tienda,Accesorios,Premium,32.22368341621179,7.0,0,313.8743488029584,7.658875373522925,0,7106.886904764614,2775.89,0.9056459158762429,53,7,0.028508489233266154,0,Bajo,202.60660880652222
PREM_0019,18.211439103357304,8.120964249051445,2555.2507883372227,30.09298444777973,19,App,Laptops,Premium,30.09298444777973,8.8,0,212.93756569476852,14.71701013295849,0,5611.260514492824,436.17999999999995,0.33528033509686583,49,10,0.04564321283578612,0,Bajo,256.1159579400387
PREM_0020,9.641388573251335,8.403397553672585,2553.2256456041114,35.87218835650472,22,Online,Laptops,Premium,35.87218835650472,7.7,0,212.76880380034265,20.72790516022605,0,5854.216208601506,-3718.26,-3.1716213274453207,48,10,0.027037478293793195,0,Bajo,158.28324366723552
PREM_0021,8.72711726706611,13.18477455137092,2196.3895711001787,18.286491097698143,15,Tienda,Smartphones,Premium,18.286491097698143,8.3,0,183.03246425834823,3.1850978311741915,0,2766.6168402461494,1347.02,0.5883721599209214,44,14,0.042948701962184206,0,Bajo,118.82260211529167
PREM_0022,19.25466630351563,9.809165790235047,2854.0435521889967,28.661843486403832,18,Online,Smartphones,Premium,28.661843486403832,9.4,0,237.8369626824164,11.602779019819684,0,6410.826055787836,-788.0999999999999,-0.051742878549284256,43,10,0.0564303419355331,0,Bajo,361.76510641733256
PREM_0023,14.23643681045811,10.74508318286096,3492.6126030453543,24.180946155397432,16,Online,Smartphones,Premium,24.180946155397432,5.7,0,291.0510502537795,20.48015963337522,0,3990.655106961321,-1378.9400000000003,-1.5676820058738605,43,11,0.03683724713283139,0,Bajo,147.00474839702986
PREM_0024,17.913008459289856,7.241064319506487,2324.968012806652,18.62418516439644,13,Online,Laptops,Premium,18.62418516439644,7.6,0,193.74733440055437,25.17344634232831,0,2739.648343772635,1695.35,0.7729965888860854,53,8,0.0492441272602209,0,Bajo,134.91159168899307
PREM_0025,13.290874241352356,7.345538112895354,3111.607908544704,40.26191130402062,23,Online,Gaming,Premium,40.26191130402062,7.0,0,259.300659045392,29.25751425899673,0,7279.280162736046,1236.78,0.36329866903926805,50,9,0.034829963379860156,0,Bajo,253.53706149983896
PREM_0026,1.7426320741572248,11.285451766587665,1661.9516678902469,32.79274660663313,20,Tienda,Smartphones,Premium,32.79274660663313,9.6,0,138.49597232418722,17.22672420227851,0,4373.3473172708045,-1548.6100000000001,-1.2172543659249455,44,12,0.03091314000139419,0,Bajo,135.19389789351408
PREM_0027,21.103045190268816,9.812453370099856,2540.8346790349765,42.87973605189544,15,App,Smartphones,Premium,42.87973605189544,7.7,0,211.7362232529147,20.03658620889576,1,6996.054644480895,510.52,0.15119752826525362,51,9,0.41657231706568626,0,Medio,2914.3626935695625
PREM_0028,11.42686696513168,7.79879063750083,2615.093228035128,22.10056426818574,9,Online,Gaming,Premium,22.10056426818574,7.5,0,217.924435669594,21.033839752465376,0,3633.870892168579,-525.5400000000001,-0.5546190491135011,49,8,0.05594573324064063,0,Bajo,203.2995715641921
PREM_0029,8.963469353785207,9.300787572952416,3005.053585466296,43.00936671372709,11,Tienda,Smartphones,Premium,43.00936671372709,7.9,0,250.42113212219127,2.854700591872337,0,8546.626021482696,1388.6799999999998,0.08389622789701491,43,9,0.06162828356248328,0,Bajo,526.713891954434
PREM_0030,11.508845003369942,10.2977864825071,3268.165098652001,29.208639697221827,14,Online,Laptops,Premium,29.208639697221827,5.8,0,272.3470915543334,19.505199900247145,0,4598.216813894052,2645.75,0.8444756088513622,46,10,0.03460831801255773,0,Bajo,159.13654978593536
PREM_0031,13.181910097692734,6.805308262866683,3004.553319135372,27.308691945347093,13,Online,Gaming,Premium,27.308691945347093,8.7,0,250.379443261281,24.905547114342102,0,5928.358039295995,1891.1000000000001,-0.14302664323338707,50,9,0.06265364874493305,0,Bajo,371.4332622282513
PREM_0032,12.874732369104564,8.031248616061394,3783.315991824372,29.801882822444828,20,Tienda,Laptops,Premium,29.801882822444828,7.4,0,315.276332652031,5.90329843140365,0,6995.497132530313,2083.97,0.424997648368398,47,8,0.032451241236095045,0,Bajo,227.01256501415233
PREM_0033,10.199738114083026,10.245699864694998,2159.4277423704434,26.860964119829653,22,Online,Smartphones,Premium,26.860964119829653,8.1,0,179.9523118642036,26.381191629118472,0,3903.1501605983863,-2907.11,-2.731445313279453,43,10,0.01342840901467854,0,Bajo,52.413096802223365
PREM_0034,1.0,8.463473876100975,2489.2526465166197,35.14260291439084,14,Online,Smartphones,Premium,35.14260291439084,7.8,0,207.4377205430516,1.0,0,5688.128031919752,-2454.82,-1.1360219596280003,45,9,0.02645097011578447,0,Bajo,150.4565045870653
PREM_0035,17.956180695537917,10.755650336960228,2539.8098039368915,25.261530891004806,14,Online,Accesorios,Premium,25.261530891004806,6.0,0,211.65081699474092,36.84454655056749,0,3186.4821786176926,-1712.8600000000001,-1.229269270782071,57,10,0.024536689910503184,0,Bajo,78.18572512208694
PREM_0036,13.44067600854206,12.437198748027372,3319.642309625679,27.171391200787014,11,Tienda,Smartphones,Premium,27.171391200787014,6.8,0,276.63685913547323,1.0,0,5136.595544592502,-663.0300000000002,-0.2770754485127239,48,12,0.0313583367547138,0,Bajo,161.0750928600942
PREM_0037,5.186470242579381,8.888904602206763,3030.439269363585,27.73844201524725,13,Tienda,Gaming,Premium,27.73844201524725,7.5,0,252.53660578029871,11.866651290656849,0,5245.621175158342,-248.5599999999999,-0.7161938423918938,48,9,0.0469515111645594,0,Bajo,246.28984117049612
PREM_0038,13.9403764464531,4.874948652176501,4205.185121507797,19.185161600145918,12,Online,Gaming,Premium,19.185161600145918,6.4,0,350.43209345898305,15.622275220883571,0,4286.435319688473,4537.75,0.4838321168296065,44,7,0.027335862208074647,0,Bajo,117.1734052628285
PREM_0039,14.989472126447206,8.418615383937913,4033.055565172884,25.44511993973073,9,Online,Smartphones,Premium,25.44511993973073,9.9,1,336.087963764407,20.653274481143526,0,8506.615028737593,1244.49,0.17148201722402995,44,10,0.032635902296710664,0,Bajo,277.62105695361066
PREM_0040,6.878835487058977,6.396793348516001,2830.5055414816934,24.09087931689536,14,App,Smartphones,Premium,24.09087931689536,5.8,0,235.87546179014112,2.206154144261939,0,3296.0552412378565,-110.64999999999992,-0.1768689357223001,54,9,0.04152090148601505,0,Bajo,136.8551849639006
PREM_0041,19.85890053166556,9.070527103943457,2380.1646952044484,29.711839285873776,6,App,Smartphones,Premium,29.711839285873776,8.6,1,198.34705793370404,22.47033617498833,0,5047.550469929299,493.18000000000006,0.21142066207823557,52,9,0.06620602273000205,0,Bajo,334.1782411429717
PREM_0042,12.71251370304426,9.071270919700911,3279.8147335511244,28.55204409087227,10,Tienda,Laptops,Premium,28.55204409087227,9.6,1,273.3178944625937,25.568535230535552,0,7496.841442682286,-3506.23,-1.262472751926414,46,10,0.018383522054019937,0,Bajo,137.81834999704043
PREM_0043,15.405608369515315,7.024128308406917,2817.172335740696,35.74898525043537,14,Online,Accesorios,Premium,35.74898525043537,10.0,0,234.76436131172463,17.90997489513519,0,8392.587689860724,186.08999999999995,-0.02489957589005894,50,8,0.07013345826666319,0,Bajo,588.6011984961583
PREM_0044,8.515012475540283,8.546501145403548,2337.348075697336,32.60939679576881,14,Online,Laptops,Premium,32.60939679576881,8.9,0,194.7790063081113,8.37531435976175,0,5661.616622807846,1548.48,0.5384980497981917,43,9,0.05021100931127987,0,Bajo,284.27548496470166
PREM_0045,18.74856654029026,10.7632795138989,2795.216415210029,39.83955311112021,7,Tienda,Gaming,Premium,39.83955311112021,7.9,0,232.93470126750245,31.99118732734101,0,7354.711208842978,-1155.15,-1.0946654344413909,44,12,0.058978315792819966,0,Bajo,433.7684802401338
PREM_0046,17.9177357113153,12.972272812453763,1886.154256671788,18.913076019942025,19,Online,Accesorios,Premium,18.913076019942025,9.2,0,157.17952138931568,5.217971140422442,0,2725.787274532892,-1897.8000000000002,-0.7451228854652683,44,14,0.024102952040743555,0,Bajo,65.69951995133538
PREM_0047,12.110763726464851,9.254730957074312,2583.146296343813,26.092053060927533,9,Online,Accesorios,Premium,26.092053060927533,10.0,1,215.2621913619845,23.67689325241393,1,5616.632519028435,219.42000000000004,0.028896308661075527,45,11,0.12192205929821019,0,Bajo,684.7914030412405
PREM_0048,12.69586531667828,10.815743894484855,2794.7256662179866,31.611289589179982,16,Online,Smartphones,Premium,31.611289589179982,6.8,1,232.89380551816555,17.491975909309918,0,4996.43700678093,741.95,-0.3006882534611496,47,11,0.0711913460105482,0,Bajo,355.70307576964893
PREM_0049,9.349504964216614,10.141197337186318,2342.04450607449,13.560943194683848,14,Online,Laptops,Premium,13.560943194683848,9.9,0,195.1703755062075,3.833702240112414,0,2620.439518671564,2176.56,0.5091485366807559,45,16,0.04689619567855445,0,Bajo,122.8886444314387
PREM_0050,11.146109452370665,9.277015924776885,3258.551319165414,28.0863853184776,11,Online,Gaming,Premium,28.0863853184776,5.7,0,271.5459432637845,33.0274485950091,0,4368.303701225004,-4547.51,-2.8299437288542624,43,10,0.015490857230517628,0,Bajo,67.66876897521827
PREM_0051,9.59212528441446,10.52050218927072,3463.797462897065,34.17310519441069,15,Online,Laptops,Premium,34.17310519441069,7.1,0,288.64978857475546,9.68817617632264,0,7044.807245975763,984.3700000000001,0.2586693629517507,48,13,0.0515040120018009,0,Bajo,362.83583694710967
PREM_0052,9.761032101086911,12.010050229321642,2494.9564270637484,18.065275866355734,20,Online,Smartphones,Premium,18.065275866355734,10.0,0,207.9130355886457,1.0,0,3756.006344120322,-2548.66,-1.4918199116029742,44,12,0.008647269629303046,0,Bajo,32.479199586981224
PREM_0053,13.350410648300809,8.176246067755065,2507.436265556504,24.539534497443032,15,Online,Smartphones,Premium,24.539534497443032,8.5,1,208.95302212970864,2.1667865060233518,0,4361.987041538456,434.0200000000002,0.08986972824846727,48,10,0.07076319287020252,0,Bajo,308.6681303177098
PREM_0054,18.83716997891849,10.649800372257468,3863.4267921865576,24.813012878584413,19,Tienda,Accesorios,Premium,24.813012878584413,7.3,1,321.95223268221315,21.26382070197573,0,5809.832126915673,628.94,-0.05864539833744126,43,10,0.032200471245450016,0,Bajo,187.07933234363983
PREM_0055,5.678992253025892,9.03210683728786,2656.492800381898,34.58483980596006,14,Tienda,Accesorios,Premium,34.58483980596006,7.3,1,221.37440003182488,19.494827283506165,0,5603.706740639257,1639.4900000000002,0.13663805956678368,43,10,0.06164806069168517,0,Bajo,345.4576532453342
PREM_0056,4.530592694523563,7.470417226089099,3349.7027593627727,36.722903293549166,13,Tienda,Smartphones,Premium,36.722903293549166,8.0,0,279.1418966135644,11.017987598081676,0,8161.364962720121,1296.5700000000002,0.4091309916250716,43,7,0.1162930490582717,0,Bajo,949.1100159920709
PREM_0057,10.162556401839025,7.300311261070417,3298.2014899265478,21.15132939272906,12,Online,Gaming,Premium,21.15132939272906,7.4,0,274.8501241605456,14.179404849768828,0,4324.280930714296,2122.1600000000003,0.550509430695271,51,8,0.06551861514041848,0,Bajo,283.32089805852064
PREM_0058,21.028793124372555,7.132723781474151,4704.665282276055,29.457924837253227,13,Tienda,Accesorios,Premium,29.457924837253227,9.9,0,392.0554401896713,20.483547380539395,0,11462.745074347353,3370.92,0.8606164605119145,43,7,0.03689747556146807,0,Bajo,422.94635624806995
PREM_0059,17.543613285164398,11.017205899697672,1820.6691523428888,30.247714567345596,12,App,Laptops,Premium,30.247714567345596,8.0,0,151.7224293619074,10.334926982011725,0,3684.5666163729634,-2010.8999999999999,-1.9226279547771425,46,11,0.029821276455554466,0,Bajo,109.87847968576504
PREM_0060,10.372223064511674,6.095591913058205,3288.2131455739905,15.990684413255304,19,Online,Smartphones,Premium,15.990684413255304,10.0,0,274.01776213116585,5.499492309165353,0,4381.731557865934,956.03,0.4019968430361051,43,6,0.02302020501035092,0,Bajo,100.8683587623981
PREM_0061,12.437579178419572,10.451533247797384,3088.605539042028,29.791072194233053,16,Tienda,Laptops,Premium,29.791072194233053,6.7,0,257.383794920169,7.6384792825770225,0,5165.786222751144,-2717.27,-1.6105583877993808,46,10,0.014331220161336597,0,Bajo,74.03201966464603
PREM_0062,9.490324462490092,8.009221514137506,3051.303648321092,24.885694466180052,12,Online,Accesorios,Premium,24.885694466180052,6.2,0,254.27530402675768,3.652484311494815,0,3928.6951791282095,629.63,0.0801900377983135,43,9,0.030738466562203165,0,Bajo,120.76206539672124
PREM_0063,9.647652694741788,8.733198284216911,3442.597880323153,23.33759518869602,12,App,Laptops,Premium,23.33759518869602,9.2,1,286.88315669359605,25.91268625283255,0,6179.423667829722,2763.73,0.5253904020208726,43,8,0.03483455575988113,0,Bajo,215.25747832094365
PREM_0064,5.777000096513486,3.4307287104357997,2896.8119355273416,34.20378057991132,10,Online,Smartphones,Premium,34.20378057991132,9.3,0,241.4009946272785,10.033646753127975,0,7681.473029934914,1830.44,0.6370439625236651,53,4,0.03414009495607297,0,Bajo,262.2462186444915
PREM_0065,11.076261879165289,10.392412729626836,3909.373656967208,37.01252023638206,9,Online,Smartphones,Premium,37.01252023638206,7.8,0,325.7811380806006,1.0,0,9363.121762730738,1859.81,0.3976466512639887,47,13,0.026857539675789122,0,Bajo,251.47041423178538
PREM_0066,9.686744308290796,7.17888431052024,2277.481211412203,15.104310562799323,13,Online,Laptops,Premium,15.104310562799323,6.3,1,189.7901009510169,9.346400407230176,0,1815.9728018451517,-2160.8900000000003,-0.9003403321005381,45,9,0.02198112703240437,0,Bajo,39.91712884474957
PREM_0067,22.279707358761332,6.7857910907999575,3633.1493614241726,6.725189143605018,13,Tienda,Accesorios,Premium,6.725189143605018,10.0,0,302.7624467853477,32.17757980029539,1,2036.1347202121128,2238.2400000000002,0.6731049810045646,49,7,0.43013469097105533,0,Medio,875.8121786538734
PREM_0068,10.805448832805927,7.568380262262766,2865.839583512676,26.52851075672817,11,Tienda,Smartphones,Premium,26.52851075672817,7.9,0,238.81996529272297,1.0,0,4977.374814567504,3502.79,0.7943805934232874,47,10,0.027602806422407335,0,Bajo,137.3895134982724
PREM_0069,15.742713572589844,11.543110189988315,3233.003238425941,18.967585830262166,17,Tienda,Accesorios,Premium,18.967585830262166,10.0,0,269.4169365354951,8.568576695012332,0,5110.188867863298,2540.35,0.7822893368673773,43,11,0.04767245262041879,0,Bajo,243.61523668460458
PREM_0070,15.447860340240624,10.246798877832704,2807.8003038970755,28.492548965003607,21,Online,Accesorios,Premium,28.492548965003607,10.0,0,233.98335865808963,12.905192588628635,0,6666.782303561619,-1725.76,-0.7198427776024781,50,11,0.026738453753725803,0,Bajo,178.25945030993992
PREM_0071,5.3208833117264,12.529373868525438,2055.0992614305264,21.469556727561237,12,Online,Smartphones,Premium,21.469556727561237,7.8,0,171.2582717858772,14.006398029865816,0,2883.6175502661517,566.51,0.08293630879320328,47,12,0.048645264169585256,0,Bajo,140.27433749674924
PREM_0072,16.74084116604356,7.659921612889306,3369.8296483575623,25.11210016595281,17,Tienda,Accesorios,Premium,25.11210016595281,6.5,0,280.8191373631302,28.779052367531555,0,4597.517580958106,1733.9499999999998,0.3033635942316479,43,8,0.046883419398318915,0,Bajo,215.54734493920353
PREM_0073,12.45691059464816,9.300603522923756,2581.8326726716864,27.54443501023146,11,Tienda,Accesorios,Premium,27.54443501023146,5.7,0,215.15272272264053,16.555847872332524,0,3381.1300829949696,-538.0000000000001,-0.4482513347067934,43,9,0.05041566747327819,0,Bajo,170.46192994817187
PREM_0074,14.4695592388813,6.599660007196782,2173.303152160073,26.220842240897262,19,Tienda,Laptops,Premium,26.220842240897262,7.2,0,181.1085960133394,11.735859098017905,0,3414.023197603517,-293.90999999999997,-1.370149770209247,47,9,0.04634277187390726,0,Bajo,158.21529821876717
PREM_0075,5.481628056094691,10.103727310619002,4003.344427383972,33.7407326383444,18,Online,Smartphones,Premium,33.7407326383444,9.3,0,333.612035615331,1.0,0,10498.279461763985,-1937.6299999999999,-0.8017055332050674,46,14,0.01705386168574578,0,Bajo,179.03620587922865
PREM_0076,8.404800367030143,7.180732205020055,2256.0527961885755,34.75553880823495,15,Tienda,Smartphones,Premium,34.75553880823495,8.1,0,188.0043996823813,16.73534476422273,0,5318.006708290333,1635.8700000000001,0.7462947399647366,48,11,0.05949352037963851,0,Bajo,316.38694047872525
PREM_0077,4.636503074673419,6.4408460665285965,2425.1088533825928,28.20872840168667,9,Online,Gaming,Premium,28.20872840168667,6.3,0,202.0924044485494,6.596742077616899,0,3612.2646703454297,2070.79,0.7215014769023069,48,7,0.04082759661346126,0,Bajo,147.48008482192083
PREM_0078,11.0999763865185,11.415184340860524,2938.292328762102,31.45846984952616,9,Online,Accesorios,Premium,31.45846984952616,6.5,0,244.8576940635085,1.0,0,4998.270177416402,-1051.6100000000001,-0.8993445482049022,43,13,0.030438742390419275,0,Bajo,152.1410583280931
PREM_0079,14.430267457325437,5.961640034027646,2796.798117498002,22.72984939374915,15,Tienda,Smartphones,Premium,22.72984939374915,8.7,0,233.06650979150012,17.041913485570312,0,4628.112236087035,191.44999999999985,0.25317000272366286,62,5,0.04890074002521561,0,Bajo,226.3181132644114
PREM_0080,6.927913953427727,6.341708345676968,3792.987025441951,22.36576695528085,15,Online,Laptops,Premium,22.36576695528085,7.7,0,316.0822521201626,15.76355929377857,0,5413.867664341465,1312.34,0.4728266501530291,51,6,0.04837408829358098,0,Bajo,261.89091240461704
PREM_0081,14.529630956222084,10.94510889925346,3173.0859773303177,15.438202240876349,12,App,Smartphones,Premium,15.438202240876349,7.8,0,264.4238314441931,26.20705148225872,0,3199.6388381773363,853.7399999999998,-0.27275400562247804,44,10,0.03504280138484664,0,Bajo,112.12430830948985
PREM_0082,14.654948855552083,11.020282920857236,2278.8356864406373,28.358134936759228,22,Tienda,Smartphones,Premium,28.358134936759228,7.1,0,189.9029738700531,19.048257226996085,0,3797.122880763052,658.9300000000001,0.21611834990607834,50,13,0.052900553050849924,0,Bajo,200.86990039440192
PREM_0083,17.145074453618406,11.124419701827424,2527.753414878135,33.063533070347724,13,App,Smartphones,Premium,33.063533070347724,8.2,1,210.64611790651125,21.91632640001011,0,5703.295889639762,-2102.12,-0.801986867670804,44,12,0.03612590155248531,0,Bajo,206.03670583382018
PREM_0084,10.758617536176056,9.231369643989058,2049.402201410892,48.84781973567615,11,Tienda,Accesorios,Premium,48.84781973567615,6.0,0,170.783516784241,13.23696098352513,0,4972.742746719375,-1428.12,-1.4339865336263178,46,11,0.05338020006064528,0,Bajo,265.44600267000294
PREM_0085,11.84177938457338,10.363001394745249,2816.991025678277,28.23804911596596,11,Online,Accesorios,Premium,28.23804911596596,7.6,0,234.7492521398564,1.0,1,5063.271038575591,993.04,0.46003645772274115,53,10,0.02878463800145312,0,Bajo,145.74442394863996
PREM_0086,15.609018693556768,4.976163993592457,3411.3321971334885,27.599046594597997,14,Online,Accesorios,Premium,27.599046594597997,8.8,0,284.27768309445736,1.0,0,6928.218555347549,3361.66,0.8534831050226669,48,6,0.03354150009335282,0,Bajo,232.38284332095856
PREM_0087,13.65028158657649,5.140630807371686,2409.649095065886,36.34836727429243,15,Online,Laptops,Premium,36.34836727429243,8.0,0,200.80409125549048,15.69389904016057,0,5853.7886671128135,589.23,0.3392525277324045,57,5,0.04884350614415619,0,Bajo,285.9195627287166
PREM_0088,10.24933732078918,6.627329809557256,4358.62278594063,22.797032447439783,11,Online,Accesorios,Premium,22.797032447439783,8.4,0,363.2185654950525,3.965020600431631,0,6984.243906597468,2172.6,0.8017317615662769,45,6,0.025749392425937784,0,Bajo,179.84003714944296
PREM_0089,18.31828858292285,7.954279945693464,2547.8879097424856,25.74572312911594,12,Online,Laptops,Premium,25.74572312911594,7.8,0,212.32399247854048,31.566633148691423,0,4238.478604083298,-309.6800000000002,-0.11122283815209418,47,7,0.05113209752595777,0,Bajo,216.72230134567255
PREM_0090,5.634742016496372,10.27326296882563,2652.958229010198,20.934742039228183,17,Tienda,Accesorios,Premium,20.934742039228183,6.4,1,221.0798524175165,8.943094235303311,0,2957.122083996909,-597.81,-1.291950754332911,47,10,0.04350399399483559,0,Bajo,128.64662138419723
PREM_0091,21.238891021624745,7.672206172906669,3500.261748630181,40.96886846230172,14,Online,Laptops,Premium,40.96886846230172,5.1,0,291.6884790525151,20.72943235932959,0,6072.668944618305,-1986.3000000000002,-1.0609421880722303,45,7,0.02355010836226048,0,Bajo,143.01201169389506
PREM_0092,13.87425397348609,10.01637955498426,2050.494963205572,32.57184557261588,14,Tienda,Accesorios,Premium,32.57184557261588,6.5,1,170.87458026713094,17.356331282341635,0,3623.269316649863,-1355.0400000000002,-0.5752229098276987,47,11,0.05241736366796995,0,Bajo,189.92222543783285
PREM_0093,17.68201699195942,7.858507412501048,2300.586656137463,31.771324451091232,17,Online,Accesorios,Premium,31.771324451091232,7.2,0,191.7155546781219,13.504677393718367,0,4373.942341257299,1200.22,0.694937277682127,44,9,0.0643941302141736,0,Bajo,281.65621267220985
PREM_0094,11.467767661315726,11.25135756873926,1903.7022152714555,22.271551034128045,13,App,Laptops,Premium,22.271551034128045,6.5,0,158.6418512726213,4.600102408885997,0,2282.350814308484,-1685.4,-0.7708547357223211,43,14,0.02832539946752128,0,Bajo,64.6484985403103
PREM_0095,14.173996411157368,11.167219307810942,2289.6661248026826,28.837882389105044,12,Online,Smartphones,Premium,28.837882389105044,5.5,1,190.80551040022357,8.151569905734785,1,3008.664567862913,-343.75,0.11286323606038377,45,12,0.1420336375956804,0,Bajo,427.3315728788054
PREM_0096,12.1823686578802,7.738015740252106,3344.4968610503533,28.2871563981416,14,Tienda,Smartphones,Premium,28.2871563981416,8.1,0,278.7080717541961,1.0,0,6412.085772597215,1231.3,0.9102314023863127,44,8,0.028655843142221273,0,Bajo,183.7437241140145
PREM_0097,14.335712741303857,8.28141581842588,3154.3928984153854,36.86962864466327,16,Tienda,Laptops,Premium,36.86962864466327,7.9,0,262.8660748679488,12.539191613229873,0,7652.463818581093,107.18999999999994,-0.4555536422358554,51,10,0.07459378010897107,0,Bajo,570.8262033750951
PREM_0098,12.779411284807388,8.682651112578727,2775.027104024491,32.44845318263085,19,App,Smartphones,Premium,32.44845318263085,6.4,1,231.2522586687076,9.192327063483663,0,4814.128323821557,2015.98,0.8093875193576626,45,10,0.03816340652654003,0,Bajo,183.72353629293283
